country;keywords animals
Namibia;Springbok,Oryx,Kudu,Hartebeest,Gemsbok,Warthog,Impala,Zebra,Giraffe,Elephant,Cheetah,Leopard,Brown Hyena,Black-backed Jackal,Wild Dog,Honey Badger,Aardwolf,Bat-eared Fox,Black-footed Cat,Caracal,African Wild Cat,African Wild Dog,African Lion,Spotted Hyena,Brown Hyaena,Bat-Eared Fox,African Elephant,Black Rhinoceros,White Rhinoceros,Hippopotamus,Common Warthog,Common Ostrich,Secretary Bird,Martial Eagle,Black-Shouldered Kite,Pale Chanting Goshawk,Black-Backed Jackal,Caracal,African Wildcat,Black-Footed Cat,Caracal,Serval,African Wild Dog,Cheetah,Leopard,Spotted Hyena,Brown Hyena,Aardwolf,Black-backed Jackal,Brown Hyaena,African Wild Dog,Honey Badger,Bat-Eared Fox,Common Genet,African Civet,Striped Polecat,Springhare,Damara Dik-Dik,Klipspringer,Steenbok,Klipspringer,Oribi,Chacma Baboon,Rock Hyrax,Grant's Zebra,Hartmann's Mountain Zebra,Burchell's Zebra,Cape Buffalo,Greater Kudu,Gemsbok,Roan Antelope,Sable Antelope,Waterbuck,Red Hartebeest,Tsessebe,Eland,Ostrich,Kori Bustard,Secretary Bird,Denham's Bustard,Martial Eagle,Black-Shouldered Kite,Bateleur,Verreaux's Eagle,White-Backed Vulture,Cape Vulture,Lappet-Faced Vulture,White-Headed Vulture,Martial Eagle,African Fish Eagle,Brown Snake Eagle,African Harrier-Hawk,Pale Chanting Goshawk,Pied Kingfisher,Giant Kingfisher,Pygmy Falcon,African Grey Hornbill,Red-billed Hornbill,Red-billed Oxpecker,Southern Yellow-billed Hornbill
Nauru;Feral cats,Feral pigs,Feral dogs,Fruit bats,Seabirds,Pacific reef heron,White-throated ground dove,Common myna,Common waxbill,Common starling,Common koel,Common emerald dove,Pacific pigeon,White-rumped swiftlet,White-rumped munia,White-rumped shama,White-rumped triller,House sparrow,Zebra finch,White-breasted waterhen,Brown booby,Red-footed booby,Little tern,Brown noddy,Black noddy,Wedge-tailed shearwater,Brown noddy,Black noddy,Brown booby,Red-footed booby,Masked booby,Great frigatebird,Lesser frigatebird,Brown booby,Red-footed booby,Great cormorant,Little cormorant,Great egret,Intermediate egret,Pacific reef egret,Little egret,Grey heron,Pacific reef egret,White-faced heron,Striated heron,Pacific black duck,Pacific golden plover,Grey-tailed tattler,Bar-tailed godwit,Whimbrel,Ruddy turnstone,Grey-tailed tattler,Bar-tailed godwit,Whimbrel,Ruddy turnstone,Great knot,Red-necked stint,Sanderling,Red-necked phalarope,Red-tailed tropicbird,White-tailed tropicbird,Red-footed booby,Brown booby,Great frigatebird,Lesser frigatebird,Masked booby,White-tailed tropicbird,Red-tailed tropicbird,Red-footed booby,Brown booby,Great frigatebird,Lesser frigatebird,Masked booby,Red-tailed tropicbird,White-tailed tropicbird,White-tailed tropicbird,Wedge-tailed shearwater,Brown booby,Red-footed booby,Great cormorant,Little cormorant,Great egret,Intermediate egret,Pacific reef egret,Little egret,Grey heron,Pacific reef egret,White-faced heron,Striated heron,Pacific black duck,Pacific golden plover,Grey-tailed tattler,Bar-tailed godwit,Whimbrel,Ruddy turnstone,Grey-tailed tattler,Bar-tailed godwit,Whimbrel,Ruddy turnstone,Great knot
Nepal;Snow Leopard,Red Panda,Bengal Tiger,One-horned Rhinoceros,Himalayan Tahr,Musk Deer,Asiatic Elephant,Wild Yak,Goral,Himalayan Wolf,Himalayan Marmot,Himalayan Black Bear,Himalayan Brown Bear,Clouded Leopard,Pallas's Cat,Jackal,Indian Leopard,Barking Deer,Common Langur,Rhesus Macaque,Assamese Macaque,Common Palm Civet,Small Indian Civet,Himalayan Palm Civet,Himalayan Weasel,Himalayan Marten,Red Fox,Jungle Cat,Hog Badger,Hog Deer,Sambar Deer,Wild Boar,Common Otter,Smooth-coated Otter,Himalayan Striped Squirrel,Giant Squirrel,Flying Squirrel,Himalayan Serow,Himalayan Goral,Himalayan Tahr,Himalayan Monal,Himalayan Snowcock,Kalij Pheasant,Cheer Pheasant,Koklass Pheasant,Grey Peacock-Pheasant,Himalayan Griffon,Lammergeier,Himalayan Vulture,Steppe Eagle,Himalayan Buzzard,Red-headed Vulture,White-rumped Vulture,Egyptian Vulture,Himalayan Swiftlet,Common Hill-Mynah,Black-headed Jay,Rufous-bellied Woodpecker,White-throated Tit,Spotted Laughing-Thrush,White-crested Laughing-Thrush,White-browed Laughing-Thrush,Grey-hooded Warbler,Grey-crowned Prinia,White-tailed Nuthatch,Golden-throated Barbet,Grey Treepie,Long-billed Thrush,Slaty-backed Forktail,Rufous-bellied Niltava,Blue Whistling-Thrush,White-collared Blackbird,Maroon Oriole,Grey-winged Blackbird,Rufous-breasted Accentor,White-browed Fulvetta,Grey-hooded Warbler,Grey Bushchat,White-capped Redstart,White-tailed Stonechat,Common Rosefinch,Himalayan Bulbul,Common Myna,Grey-winged Blackbird,Red-billed Chough,Himalayan Griffon Vulture,White-rumped Vulture,Himalayan Monal Pheasant,Chestnut-bellied Rock Thrush,Red-billed Blue Magpie,Eurasian Jay,Himalayan Griffon Vulture,Eurasian Golden Oriole,Eurasian Blackbird,White-capped Water Redstart,White-throated Dipper,Grey-headed Woodpecker,Long-tailed Broadbill,Rufous-bellied Woodpecker,Spiny Babbler
Netherlands;Red Fox,European Badger,Wild Boar,Roe Deer,Red Deer,Mouflon,Eurasian Beaver,European Otter,European Hedgehog,Common Shrew,Water Vole,European Mole,Edible Dormouse,European Rabbit,Grey Squirrel,Brown Hare,European Polecat,Weasel,Stoat,European Mink,Pine Marten,European Hedgehog,Common Genet,Wild Cat,Wild Goat,Wild Sheep,Wild Horse,Bison,Red Fox,European Badger,European Wildcat,European Lynx,Wolf,Red Deer,Mouflon,Roe Deer,Wild Boar,European Otter,Eurasian Beaver,European Hedgehog,Common Shrew,Water Vole,European Mole,Edible Dormouse,European Rabbit,Grey Squirrel,Brown Hare,European Polecat,Weasel,Stoat,European Mink,Pine Marten,European Hedgehog,Common Genet,Wild Cat,Wild Goat,Wild Sheep,Wild Horse,Bison,Red Fox,European Badger,European Wildcat,European Lynx,Wolf,White-tailed Eagle,Golden Eagle,Osprey,Red Kite,Marsh Harrier,Hen Harrier,Montagu's Harrier,Eurasian Sparrowhawk,Common Buzzard,Rough-legged Buzzard,Honey Buzzard,Common Kestrel,Red-footed Falcon,Merlin,Peregrine Falcon,Eurasian Hobby,Long-eared Owl,Short-eared Owl,Little Owl,Tawny Owl,Barn Owl,Common Kingfisher,Grey Heron,Great Egret,Little Egret,Great Cormorant,Purple Heron,Cattle Egret,White Stork,Black Stork,Eurasian Spoonbill,Grey Plover,Ringed Plover,Common Snipe,Redshank,Lapwing
Netherlands Antilles;Iguana,Boa Constrictor,Anole,Green Iguana,Cane Toad,Gecko,Boa,Parrot,Curassow,Antillean Nighthawk,Burrowing Owl,Barn Owl,Laughing Gull,Brown Pelican,Royal Tern,Magnificent Frigatebird,Brown Booby,Red-footed Booby,White-tailed Tropicbird,Caribbean Flamingo,Caribbean Coot,Caribbean Cuckoo,White-crowned Pigeon,Scaly-naped Pigeon,Zenaida Dove,Antillean Palm Swift,Antillean Piculet,Hispaniolan Woodpecker,Antillean Elaenia,Caribbean Elaenia,Caribbean Martin,Barn Swallow,Black-whiskered Vireo,Antillean Euphonia,Bananaquit,Black-faced Grassquit,Lesser Antillean Bullfinch,Gray Kingbird,Caribbean Martin,Caribbean Pewee,Loggerhead Kingbird,Antillean Crested Hummingbird,Green-throated Carib,Green-breasted Mango,Ruby-topaz Hummingbird,Rufous-throated Solitaire,Antillean Mango,Antillean Siskin,Orange-cheeked Waxbill,Bananaquit,Caribbean Elaenia,Caribbean Martin,Caribbean Pewee,Loggerhead Kingbird,Antillean Crested Hummingbird,Green-throated Carib,Green-breasted Mango,Ruby-topaz Hummingbird,Rufous-throated Solitaire,Antillean Mango,Antillean Siskin,Orange-cheeked Waxbill,Bananaquit,Caribbean Elaenia,Caribbean Martin,Caribbean Pewee,Loggerhead Kingbird,Antillean Crested Hummingbird,Green-throated Carib,Green-breasted Mango,Ruby-topaz Hummingbird,Rufous-throated Solitaire,Antillean Mango,Antillean Siskin,Orange-cheeked Waxbill,Bananaquit,Caribbean Elaenia,Caribbean Martin,Caribbean Pewee,Loggerhead Kingbird,Antillean Crested Hummingbird,Green-throated Carib,Green-breasted Mango,Ruby-topaz Hummingbird,Rufous-throated Solitaire,Antillean Mango,Antillean Siskin,Orange-cheeked Waxbill,Bananaquit,Caribbean Elaenia,Caribbean Martin,Caribbean Pewee,Loggerhead Kingbird,Antillean Crested Hummingbird,Green-throated Carib,Green-brested Mango,Ruby-topaz Hummingbird,Rufous-throated Solitaire,Antillean Mango,Antillean Siskin
New Caledonia;Brown kiwi,Pacific boa,Giant gecko,Flying fox,Megapode,White-throated rail,Giant skink,Crested gecko,White-lipped tree frog,Long-eared owl,Pacific rat,Green parrot,Red-bellied fruit-dove,Pacific pigeon,White-breasted woodswallow,Noddies,Pacific kingfisher,Pacific harrier,White-tailed tropicbird,Common noddy,Common myna,Common waxbill,Common starling,Pacific goshawk,Pacific swift,Sacred kingfisher,Pied imperial-pigeon,White-rumped swiftlet,Pacific reef-heron,Pacific heron,Reef egret,White-faced heron,Pacific pigeon,Red-tailed tropicbird,White-tailed tropicbird,White-throated needletail,White-bellied sea-eagle,Black-naped tern,Pacific golden plover,Pacific golden-plover,Pacific reef-egret,White-bellied cuckooshrike,Common myzomela,Common myzomela,Pied imperial-pigeon,Common waxbill,Pacific swift,Pacific goshawk,Pied imperial-pigeon,Red-bellied fruit-dove,White-breasted woodswallow,Long-tailed cuckoo,Pacific rat,White-throated rail,Pacific boa,Brown kiwi,Flying fox,Megapode,Giant gecko,White-lipped tree frog,Long-eared owl,Crested gecko,Pacific kingfisher,Pacific harrier,Sacred kingfisher,White-rumped swiftlet,Pacific reef-heron,Pacific heron,Reef egret,White-faced heron,Pacific pigeon,Red-tailed tropicbird,White-tailed tropicbird,White-throated needletail,White-bellied sea-eagle,Black-naped tern,Pacific golden plover,Pacific golden-plover,Pacific reef-egret,White-bellied cuckooshrike,Common myzomela,Common myzomela,Pied imperial-pigeon,Common waxbill,Pacific swift,Pacific goshawk,Pied imperial-pigeon,Red-bellied fruit-dove,White-breasted woodswallow,Long-tailed cuckoo,Common house-gecko,Common skink,Common gecko,Common house-skink,Common house-lizard,Common house-snake,Common house-spider,Common house-scorpion,Common house-centipede,Common house-moth
New Zealand;Kiwi,Tuatara,Weka,New Zealand Falcon,Kea,Kakapo,Wetapunga,Brown Teal,Pukeko,Royal Albatross,Yellow-eyed Penguin,Little Blue Penguin,Fur Seal,Southern Right Whale,Hector's Dolphin,Common Dolphin,Bottlenose Dolphin,New Zealand Sea Lion,Hectors Shark,Red-billed Gull,White-faced Heron,Black Swan,Paradise Shelduck,Pied Stilt,Grey Teal,Pacific Black Duck,Spur-winged Plover,Bar-tailed Godwit,Royal Spoonbill,White-fronted Tern,Variable Oystercatcher,Australasian Gannet,Black-backed Gull,Brown Skua,Little Shag,Black-billed Gull,Black-fronted Tern,Australasian Harrier,South Island Pied Oystercatcher,New Zealand Pigeon,Long-tailed Cuckoo,Shining Bronze-Cuckoo,Morepork,Kokako,Stitchbird,Saddleback,North Island Robin,South Island Robin,Rifleman,Yellowhead,Bellbird,Tui,New Zealand Fantail,Grey Warbler,New Zealand Kingfisher,Shining Copper,New Zealand Dotterel,Wrybill,Banded Dotterel,Black-billed Gull,White-winged Black Tern,Grey-faced Petrel,White-faced Storm Petrel,Fairy Prion,Chatham Petrel,Buller's Shearwater,Little Penguin,Brown Kiwi,Great Spotted Kiwi,Tokoeka,North Island Brown Kiwi,Southern Brown Kiwi,Little Spotted Kiwi,Chatham Island Taiko,New Zealand Fur Seal,New Zealand Sea Lion,Southern Elephant Seal,Leopard Seal,Antarctic Fur Seal,New Zealand Sea Lion,New Zealand Fur Seal,Hooker's Sea Lion,New Zealand Sea Lion,New Zealand Fur Seal,New Zealand Sea Lion,Leopard Seal,New Zealand Fur Seal,Hooker's Sea Lion,New Zealand Sea Lion,New Zealand Fur Seal,Leopard Seal,New Zealand Sea Lion,New Zealand Fur Seal,Hooker's Sea Lion,New Zealand Sea Lion,Leopard Seal,New Zealand Fur Seal,Hooker's Sea Lion,New Zealand Sea Lion,New Zealand Fur Seal
Nicaragua;Howler Monkey,White-tailed Deer,Jaguar,Ocelot,Margay,Tapir,Sloth,Collared Peccary,Nine-banded Armadillo,Central American Agouti,Paca,Central American Squirrel Monkey,Central American Woolly Opossum,White-nosed Coati,Central American Spider Monkey,Kinkajou,White-faced Capuchin,White-lipped Peccary,Northern Tamandua,Tayra,Central American Otter,Spider Monkeys,White-throated Magpie-Jay,Baird's Tapir,Mantled Howler,Collared Aracari,Central American Red-tailed Squirrel,Puma,Jaguarundi,Central American Red Brocket Deer,White-bellied Chachalaca,Great Green Macaw,Great Curassow,Black-mandibled Toucan,White-collared Manakin,Black-headed Trogon,Crested Guan,Rufous-tailed Hummingbird,Slaty-tailed Trogon,Montezuma Oropendola,White Hawk,King Vulture,Scarlet Macaw,Great Tinamou,Brown Pelican,Double-striped Thick-knee,White Ibis,Black Vulture,Magnificent Frigatebird,Roseate Spoonbill,Rose-throated Tanager,White-throated Crake,Little Tinamou,Yellow-headed Caracara,Black-bellied Whistling-Duck,Least Grebe,Neotropical Cormorant,Black-bellied Plover,Great Egret,Snowy Egret,Little Blue Heron,Turkey Vulture,White-tailed Kite,Laughing Falcon,Olive-throated Parakeet,Red-billed Pigeon,White-tipped Dove,Blue-crowned Motmot,White-collared Swift,White-necked Puffbird,White-throated Swift,Red-lored Parrot,Green Parakeet,Red-capped Manakin,Keel-billed Toucan,Black-headed Trogon,Long-tailed Hermit,Stripe-throated Hermit,White-necked Jacobin,Blue-chested Hummingbird,Green Hermit,White-vented Plumeleteer,Scrub Euphonia,Common Tody-Flycatcher,White-bellied Wren,Great Antshrike,Long-billed Gnatwren,Blue-gray Tanager,Summer Tanager,Scarlet-rumped Tanager,Blue-black Grassquit,Black-faced Grosbeak,White-shouldered Tanager,Black-faced Solitaire,Orange-billed Sparrow,Clay-colored Thrush,Rufous-naped Wren,Yellow-olive Flycatcher,Lesser Elaenia,Yellow-bellied Elaenia
Niger;African Elephant,Hippopotamus,Giraffe,Lion,Cheetah,African Wild Dog,Spotted Hyena,Leopard,Warthog,African Buffalo,Wild Boar,Ostrich,Addax,Dorcas Gazelle,Red-fronted Gazelle,Scimitar-horned Oryx,Dama Gazelle,Roan Antelope,Hartebeest,Waterbuck,Red-flanked Duiker,Bushbuck,Barbary Sheep,Common Eland,Baboon,Patas Monkey,Vervet Monkey,Greater Spot-nosed Monkey,Grivet Monkey,Guereza Colobus,Bush Baby,Aardvark,African Porcupine,Rock Hyrax,Springhare,African Wild Cat,Black-backed Jackal,Side-striped Jackal,Striped Hyena,Caracal,Serval,African Civet,Genet,Honey Badger,Aardwolf,Bat-eared Fox,Fennec Fox,Spotted Genet,African Palm Civet,African Clawless Otter,Mongoose,Banded Mongoose,Slender Mongoose,Marsh Mongoose,White-tailed Mongoose,Black-footed Cat,African Wild Rabbit,Springhare,Pangolin,Striped Polecat,Damara Dik-dik,Klipspringer,Oribi,Guenther's Dik-dik,Black-bellied Bustard,Kori Bustard,White-bellied Bustard,Egyptian Vulture,Hooded Vulture,White-backed Vulture,Ruppell's Griffon Vulture,Lappet-faced Vulture,Palm-nut Vulture,Marabou Stork,Abdim's Stork,Saddle-billed Stork,Yellow-billed Stork,Sacred Ibis,White-faced Whistling Duck,Spur-winged Goose,Egyptian Goose,African Open-billed Stork,White Stork,African Spoonbill,Yellow-billed Kite,Black Kite,African Fish Eagle,Martial Eagle,Tawny Eagle,Long-crested Eagle,Verreaux's Eagle,African Harrier-Hawk,African Goshawk,Red-necked Falcon,Lanner Falcon,Peregrine Falcon,Secretary Bird,Marabout,Kestrel,Quail-plover
Nigeria;African Elephant,African Bush Elephant,African Buffalo,African Wild Dog,African Lion,Leopard,Cheetah,Spotted Hyena,Hippopotamus,Chimpanzee,Gorilla,Baboon,Vervet Monkey,Patas Monkey,Green Monkey,Red-tailed Monkey,Red Colobus Monkey,Mandrill,Warthog,Bush Pig,Giant Forest Hog,Common Warthog,Bushbuck,Waterbuck,Red River Hog,Oribi,Roan Antelope,Hartebeest,Western Hartebeest,Impala,Kongoni,Reedbuck,Sitatunga,Kob,Buffalo Weaver,White-browed Sparrow Weaver,White-headed Buffalo Weaver,Red-billed Quelea,Red-faced Mousebird,African Grey Hornbill,Crowned Hornbill,White-bellied Bustard,Black-bellied Bustard,Kori Bustard,Grey Crowned Crane,Black Crowned Crane,Spur-winged Goose,Egyptian Goose,Spur-winged Lapwing,Black-winged Stilt,Wattled Lapwing,Grey-headed Gull,African Skimmer,White-faced Whistling Duck,Yellow-billed Duck,African Jacana,African Fish Eagle,Martial Eagle,African Hawk Eagle,Tawny Eagle,African Harrier Hawk,Black-shouldered Kite,Palm-nut Vulture,Lappet-faced Vulture,White-backed Vulture,Rüppell's Griffon Vulture,African White-backed Vulture,Hooded Vulture,Egyptian Vulture,Marabou Stork,Saddle-billed Stork,Yellow-billed Stork,Abdim's Stork,African Openbill Stork,White-faced Whistling Duck,Yellow-billed Duck,African Pygmy Goose,African Pygmy Cormorant,African Darter,Great Egret,Little Egret,Cattle Egret,Squacco Heron,Black Heron,Goliath Heron,Black-headed Heron,Purple Heron,Grey Heron,Hamerkop,Sacred Ibis,African Sacred Ibis,African Spoonbill,African Jacana,Black-winged Pratincole,Senegal Lapwing,Black-winged Lapwing,African Wattled Lapwing,Black-headed Lapwing,African Mourning Dove,Red-eyed Dove
N. Mariana Islands;Fruit bat,Mariana fruit dove,Micronesian megapode,Guam rail,Mariana crow,Mariana Mallard,Mariana common moorhen,Mariana swiftlet,Mariana white-eye,Mariana kingfisher,Mariana parakeet,Mariana Nightingale Reed-warbler,Rufous fantail,White-throated ground dove,Collared Kingfisher,White-throated Ground Dove,Micronesian Starling,Brown Tree Snake,Mariana Fruit Bat,Rufous Fantail,Micronesian Honeyeater,White-rumped Shama,White-throated Ground-Dove,Mariana Swiftlet,Bridled White-eye,Mariana Fruit-Dove,Mariana Kingfisher,Mariana Crow,Mariana White-eye,Mariana Common Moorhen,Micronesian Megapode,Mariana Nightingale Reed-Warbler,Mariana Parakeet,Micronesian Scrubfowl,Philippine Cuckoo-Dove,Micronesian Imperial-Pigeon,Collared Kingfisher,Micronesian Imperial Pigeon,Philippine Swiftlet,Mariana Mallard,Mariana Megapode,Mariana Crow,Guam Rail,White-rumped Shama,Brown Booby,White-tailed Tropicbird,Great Frigatebird,White-throated Storm-Petrel,Brown Noddy,Red-footed Booby,Masked Booby,Gray-backed Tern,Common Noddy,White-tailed Tropic Bird,Brown Booby,Red-footed Booby,Great Frigatebird,Gray-backed Tern,Masked Booby,White-tailed Tropicbird,Common Noddy,Brown Noddy,White-throated Storm-Petrel,Bridled White-eye,Micronesian Honeyeater,Micronesian Starling,Philippine Cuckoo-Dove,Philippine Swiftlet,Micronesian Scrub-Fowl,Micronesian Kingfisher,Micronesian Megapode,Micronesian Imperial-Pigeon,Marbled White-eye,Rufous Fantail,Guam Flycatcher,Micronesian Myzomela,Micronesian Honeyeater,Micronesian Starling,White-throated Ground-Dove,Mariana Swiftlet,Mariana Parakeet,Mariana Nightingale Reed-Warbler,Mariana Kingfisher,Mariana White-eye,Mariana Common Moorhen,Mariana Fruit-Dove,Collared Kingfisher,Mariana Fruit Bat,Brown Tree Snake,Guam Rail,Mariana Crow,Mariana Mallard,Mariana Megapode,Marbled White-eye,Guam Flycatcher,Micronesian Myzomela,White-rumped Shama,Bridled White-eye,Micronesian Kingfisher,Philippine Swiftlet
Norway;Reindeer,Elk,Muskox,Arctic Fox,Wolverine,Polar Bear,Red Fox,Arctic Hare,Arctic Wolf,Mountain Hare,Mountain Goats,Arctic Tern,Gyrfalcon,White-tailed Eagle,Snowy Owl,Ptarmigan,Red-throated Diver,Black-throated Diver,Red-necked Grebe,Great Cormorant,Red-breasted Merganser,Barnacle Goose,Whooper Swan,Golden Plover,Grey Heron,Red-throated Loon,Great Skua,Long-tailed Skua,King Eider,Common Eider,Velvet Scoter,Common Scoter,Common Goldeneye,Common Teal,Tufted Duck,Common Pochard,Red-breasted Goose,Common Shelduck,Common Pintail,Common Gull,Glaucous Gull,Great Black-backed Gull,Black Guillemot,Razorbill,Atlantic Puffin,Black-legged Kittiwake,Great Tit,Eurasian Jay,Eurasian Magpie,Eurasian Bullfinch,Willow Warbler,Common Redpoll,Eurasian Siskin,Red Crossbill,Eurasian Treecreeper,Eurasian Nuthatch,Eurasian Wren,Eurasian Woodcock,Eurasian Woodlark,Bluethroat,Shore Lark,Water Pipit,Rock Ptarmigan,Red-necked Phalarope,Great Grey Shrike,Eurasian Curlew,Eurasian Oystercatcher,Common Sandpiper,Eurasian Golden Plover,Ruff,Common Snipe,Black-tailed Godwit,Common Greenshank,Common Redshank,Wood Sandpiper,Common Ringed Plover,Grey Plover,Dunlin,Little Stint,Temminck's Stint,Common Tern,Arctic Skua,Long-tailed Jaeger,Common Buzzard,Rough-legged Buzzard,Hen Harrier,Merlin,Goshawk,White-tailed Eagle,Golden Eagle,Red Kite,Eurasian Sparrowhawk,Red-backed Shrike,Hooded Crow,Common Raven,Barn Owl,Long-eared Owl,Short-eared Owl,Tawny Owl,Little Owl
Oman;Arabian Oryx,Arabian Sand Gazelle,Arabian Tahr,Arabian Wolf,Camel,Caracal,Common Genet,Dorcas Gazelle,Fox,Golden Jackal,Goitered Gazelle,Houbara Bustard,Indian Grey Mongoose,Indian Palm Civet,Indian Porcupine,Leopard,Long-eared Hedgehog,Macaque,Monitor Lizard,Mountain Gazelle,Nubian Ibex,Sand Cat,Sand Fox,Sand Rat,Striped Hyena,Wild Cat,Wild Boar,Wolf,Arabian Leopard,Red Fox,Arabian Red Fox,Arabian Hares,Arabian Onager,Arabian Sand Cat,Arabian Wolf Snake,Arabian Spiny-tailed Lizard,Arabian Toad,Arabian Toad-headed Agama,Arabian Uromastyx,Arabian Ground Squirrel,Arabian Spiny Mouse,Arabian Rock Gecko,Arabian Fat-tailed Gecko,Arabian Horned Viper,Arabian Horned Toad,Arabian Horned Lizard,Arabian Fat-tailed Scorpion,Arabian Rock Hyrax,Arabian Caracal,Arabian Red Fox,Arabian Red Fox,Arabian Fox,Arabian Wolf,Arabian Wild Cat,Arabian Sand Fox,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog,Arabian Hedgehog
Pakistan;Snow leopard,Markhor,Urial,Asiatic black bear,Indian leopard,Himalayan brown bear,Red fox,Jackal,Golden jackal,Wolf,Bengal fox,Gray wolf,Striped hyena,Jungle cat,Leopard cat,Fishing cat,Indian crested porcupine,Indian wild boar,Hog deer,Indian muntjac,Chinkara,Chital,Nilgai,Blackbuck,Wild goat,Markhor,Ibex,Marmot,Himalayan marmot,Himalayan pika,Red panda,Rhesus macaque,Common langur,Gray langur,Kashmir gray langur,Golden langur,Assamese macaque,Sloth bear,Indian elephant,Gaur,Water buffalo,Nilgiri tahr,Himalayan tahr,Wild yak,Bactrian camel,Wild ass,Asiatic wild ass,Hog badger,Chinese pangolin,Indian pangolin,Indian crested porcupine,Indian hare,Black-naped hare,Indian flying fox,Indian fox,Indian grey mongoose,Small Indian civet,Large Indian civet,Asian palm civet,Ruddy mongoose,Small Indian civet,Long-tailed marmot,Long-nosed bandicoot rat,Indian mole rat,Indian porcupine,Indian flying squirrel,Indian giant squirrel,Pallas's squirrel,Kashmir flying squirrel,Pallas's fish eagle,Himalayan griffon vulture,Lammergeier,White-rumped vulture,Indian vulture,Himalayan vulture,Egyptian vulture,Steppe eagle,Imperial eagle,Crested serpent eagle,Lesser kestrel,Laggar falcon,Peregrine falcon,Eurasian sparrowhawk,Common kestrel,Common buzzard,Long-billed vulture,Himalayan monal,Koklass pheasant,Cheer pheasant,Grey partridge,Grey francolin,Common quail,Black francolin,Jungle bush quail,Common peafowl,Red junglefowl,Indian peafowl,Common crane,Demoiselle crane,Black-necked crane
